Created,Likes,Sentiment,Like Score,NLTK_Compound,Blob Score,Stock
2021-01-14,2139.625,0.75,1124.875,237.8351021187245,1015.9020705587503,NIO
2021-01-16,2400.65,0.9,2400.15,82.42672670246175,1077.4751999493396,NIO
2020-09-20,2342.142857142857,0.14285714285714285,2065.285714285714,301.4161744651824,718.0039735872141,PLTR
2020-09-21,1474.7272727272727,-0.4545454545454545,-202.27272727272728,126.6867704004624,658.0253466133553,PLTR
2020-09-22,70.0,1.0,70.0,0.0,444.5291634199134,PLTR
2020-09-24,1960.2142857142856,-0.7142857142857143,-1235.7857142857142,3.3593703921304847,664.7601337891588,PLTR
2020-09-25,3856.3125,-0.25,-220.0625,227.9489983871888,642.2943019798809,PLTR
2020-09-30,3115.833333333333,-0.4,-2416.5666666666666,4.955018408253976,624.6419623120246,PLTR
2020-10-05,4170.066666666667,0.06666666666666668,-288.8,88.56206346427126,647.2411221974285,PLTR
2020-10-09,1601.833333333333,0.06666666666666668,-4.366666666666666,84.73911265886001,638.8731355916738,PLTR
2020-10-14,1533.033333333333,-0.4666666666666667,-707.1,-47.366064126269855,599.8723309545456,PLTR
2020-10-20,1811.0666666666666,0.06666666666666668,1028.5333333333333,75.38918258826115,615.4098824895685,PLTR
2020-10-23,2056.04,0.36,1793.96,234.50158052058003,660.3274423304867,PLTR
2020-10-24,640.2,0.2,281.4,105.42453639666664,579.3663198002861,PLTR
2020-10-29,1101.1,0.13333333333333333,145.36666666666667,104.55622276411974,646.5732749648549,PLTR
2020-11-04,3351.333333333333,0.06666666666666668,2345.133333333333,5.236553545086592,637.1701219277629,PLTR
2020-11-09,1070.6333333333334,0.3333333333333333,471.4333333333333,67.20984598133475,585.1391635569523,PLTR
2020-11-12,3543.666666666666,0.0,1516.9333333333334,23.29925521871573,539.298457604895,PLTR
2020-11-17,1100.9,0.4,625.1,174.11614625606782,615.2927328580913,PLTR
2020-11-20,2413.766666666667,0.6,1586.5666666666666,102.3898839743867,564.5759483615874,PLTR
2020-11-25,3185.433333333333,0.3333333333333333,2342.633333333333,138.16855457417745,703.5862294518337,PLTR
2020-11-30,3098.7,0.3333333333333333,1478.033333333333,92.63691412895382,658.7016695031201,PLTR
2020-12-03,1365.1666666666667,-0.13333333333333333,-233.16666666666663,-17.73967714821068,572.6865639238308,PLTR
2020-12-08,2888.9,0.26666666666666666,38.43333333333333,81.12360879637805,637.0499153116689,PLTR
2020-12-10,3528.866666666667,0.13333333333333333,2597.6,259.1960646068831,636.8082792896045,PLTR
2020-12-15,5346.033333333334,0.2,3785.433333333333,132.86680341845593,630.6740181306992,PLTR
2020-12-18,1198.5666666666666,0.3333333333333333,435.16666666666674,173.91166284089462,666.6789807776096,PLTR
2020-12-22,1054.7333333333333,0.06666666666666668,-59.0,104.67180034660892,591.0829993104504,PLTR
2020-12-25,2865.55,0.1,-111.55,124.41482225796535,628.4515495607287,PLTR
2020-12-26,974.7,0.0,-164.3,203.98554251012985,697.4498534492923,PLTR
2020-12-30,1803.9,0.6666666666666666,1543.6333333333334,107.02780491273444,616.4883779995696,PLTR
2021-01-04,4500.866666666667,0.4,3784.5333333333333,40.585512620238106,563.2074882158469,PLTR
2021-01-06,3602.2,0.4,3088.733333333333,49.97100502391052,623.4702066895787,PLTR
2021-01-08,1705.9,0.0,1181.3666666666666,189.72801047537513,614.6479927842846,PLTR
2021-01-12,3109.4666666666667,0.7333333333333333,3043.933333333333,203.7010438455412,669.087725268435,PLTR
2021-01-14,1143.0333333333333,0.13333333333333333,889.4333333333333,132.23260847864356,651.7280666560753,PLTR
2021-01-16,1579.2333333333331,0.06666666666666668,621.3666666666667,177.2663762608369,589.8459051482572,PLTR
2020-09-21,9385.09090909091,1.0,9385.09090909091,425.61627607247453,6064.64038548634,PLUG
2020-09-22,643.0,1.0,643.0,2884.5989773063143,6605.285847794641,PLUG
2020-09-25,5171.133333333333,0.8666666666666667,5122.466666666666,624.7036393315184,6182.095187503703,PLUG
2020-09-30,2888.625,1.0,2888.625,1440.8868293256655,5816.388199383524,PLUG
2020-10-05,10356.6,0.8,10260.6,1071.1296715336855,5842.4930522206405,PLUG
2020-10-09,3979.2,0.8,3751.5,1577.1442426409235,5980.254673900927,PLUG
2020-10-14,10989.2,0.8,10832.2,1630.8252970855785,6018.424724789978,PLUG
2020-10-20,6665.2,1.0,6665.2,1559.6786364101272,6006.211757224977,PLUG
2020-10-23,10522.636363636364,0.8181818181818182,10484.818181818182,1145.1646951646835,6175.923273398733,PLUG
2020-10-24,1840.0,1.0,1840.0,682.9886789480403,6548.970045538238,PLUG
2020-10-29,3939.666666666666,0.8333333333333334,2381.0,809.7620112328253,6232.151745265968,PLUG
2020-11-04,6089.555555555556,0.5555555555555556,5940.666666666668,839.1710099596811,6191.6869563822665,PLUG
2020-12-17,67476.0,1.0,67476.0,1845.1899288535596,6804.753448222297,PLUG
2020-12-18,2845.6923076923076,1.0,2845.6923076923076,2673.350757630493,6408.213719302557,PLUG
2020-12-22,2694.5882352941176,1.0,2694.5882352941176,1329.7233826096547,5862.307122385133,PLUG
2020-12-25,5535.75,1.0,5535.75,3766.875639472436,6453.983740426279,PLUG
2020-12-26,3368.0,0.0,3273.5,3209.7454543096333,6389.008330138594,PLUG
2020-12-30,3969.052631578948,1.0,3969.052631578948,2061.712076685345,5956.272593696834,PLUG
2021-01-04,10188.272727272728,0.8181818181818182,10161.0,1438.6008896866354,6283.26491825681,PLUG
2021-01-06,1236.1875,1.0,1236.1875,1464.3112894469696,6315.754331643626,PLUG
2021-01-08,3957.25,0.8,3880.25,2164.887577022271,5920.336293538716,PLUG
2021-01-12,4975.3125,0.75,4923.6875,992.4060199198752,6253.33579782711,PLUG
2021-01-14,6842.8,0.8,6798.8,1475.8694112173494,6499.218829112538,PLUG
2021-01-16,2086.2727272727275,0.8181818181818182,1940.2727272727273,2009.443681568182,6563.630205400466,PLUG
2020-09-22,5237.38888888889,0.6666666666666666,2745.6111111111113,561.7790329694252,1999.2429765842705,TSLA
2020-09-25,7909.0,0.625,6033.0,285.58818688123023,2014.003429444921,TSLA
2020-09-30,3544.777777777778,0.7777777777777778,3005.222222222222,172.9362333993257,1926.2962053559927,TSLA
2020-10-05,3793.058823529412,0.5294117647058824,3573.4117647058824,402.0629514993333,2072.8950228229146,TSLA
2020-10-09,3357.3684210526317,0.5789473684210527,3183.7894736842104,205.93822320802795,2018.8216953103204,TSLA
2020-10-14,4894.529411764705,0.7647058823529411,3838.4117647058815,397.775596225065,2092.475002555182,TSLA
2020-10-20,5836.555555555556,0.4444444444444444,5346.333333333333,162.74529637042144,1963.3918504277606,TSLA
2020-10-24,5293.5,0.42857142857142855,4712.071428571428,513.3599845785345,2054.1190757462923,TSLA
2020-10-29,8503.25,0.7,8009.15,521.8863051126888,2140.3839508427873,TSLA
2020-11-04,4289.470588235295,0.29411764705882354,3638.4117647058815,704.9070175092779,2031.3973031064472,TSLA
2020-11-09,2210.190476190476,0.8095238095238095,2110.190476190476,47.48996011475133,1917.7001747967277,TSLA
2020-11-12,2053.6,0.4666666666666667,1545.333333333333,110.17438474553268,2057.634977839149,TSLA
2020-11-17,3339.25,0.8,3182.15,388.41696744353567,2062.8211809712066,TSLA
2020-11-20,3199.5,0.3333333333333333,2426.333333333333,403.3210918732721,2051.9939999643757,TSLA
2020-11-25,1667.7272727272727,0.18181818181818185,1072.090909090909,649.6940110991177,2077.199350971466,TSLA
2020-11-30,880.6111111111112,0.8888888888888888,826.2777777777777,113.69717779256138,1819.403165070945,TSLA
2020-12-03,5558.25,0.8333333333333334,4496.916666666667,410.1634399069238,2005.7332872059046,TSLA
2020-12-08,5819.736842105262,0.6842105263157895,5401.421052631579,370.52234012497536,2079.0957855513207,TSLA
2020-12-10,1904.375,0.875,1902.75,109.603382575822,2053.2979491453266,TSLA
2020-12-15,396.5555555555555,0.3333333333333333,-93.33333333333331,582.0060589812105,2074.6876613169247,TSLA
2020-12-18,2037.857142857143,0.8095238095238095,1246.5238095238094,531.8740040811875,2121.331769015302,TSLA
2020-12-22,7045.6875,0.5,6049.5625,192.92130933919967,1796.7832924138236,TSLA
2020-12-26,468.0,0.7894736842105263,465.5789473684209,1276.4317993752907,2201.2407236763097,TSLA
2020-12-30,2487.3076923076924,0.6923076923076923,2036.5384615384612,318.6192106985618,2168.5675960797507,TSLA
2021-01-04,2980.681818181818,0.3636363636363637,1383.409090909091,99.34469952678259,2042.6380069343772,TSLA
2021-01-06,4612.333333333333,0.7333333333333333,4443.266666666666,476.0028934754288,2096.629438574352,TSLA
2021-01-08,4503.466666666666,0.8666666666666667,3660.5333333333333,714.8656824691474,2127.2676788379654,TSLA
2021-01-12,2497.35,-0.1,-882.75,428.09677923698996,1924.1954789814347,TSLA
2021-01-14,2239.72,0.12,463.32,412.0990404822144,2142.5646832364027,TSLA
2021-01-16,1280.5,1.0,1280.5,341.17863540357206,1880.124774714524,TSLA
